PMB Code,PMB Description,Treatment Component,ICD10 Code,ICD10 Description,Comments
177D,COVID-19,"Prevention and Treatment: clinically appropriate; vaccination; screening; diagnostic
tests; medication; medical management including hospitalisation and treatment of
complications; and Rehabilitation",U10.9,"Multisystem inflammatory syndrome associated with COVID-19, unspecified",
177D,COVID-19,"Prevention and Treatment: clinically appropriate; vaccination; screening; diagnostic
tests; medication; medical management including hospitalisation and treatment of
complications; and Rehabilitation",U11.9,"Need for immunization against COVID-19, unspecified",
177D,COVID-19,"Prevention and Treatment: clinically appropriate; vaccination; screening; diagnostic
tests; medication; medical management including hospitalisation and treatment of
complications; and Rehabilitation",U12.9,"COVID-19 vaccines causing adverse effects in therapeutic use, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",A24.4,"Melioidosis, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",A48.1,Legionnaires' disease,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",A70,Chlamydia psittaci infection,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B01.2,Varicella pneumonia (J17.1*),
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B01.2+J17.1*,Varicella pneumonia / Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B05.2,Measles complicated by pneumonia (J17.1*),
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B05.2+J17.1*,Measles complicated by pneumonia / Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B06.8+J17.1*,Rubella with other complications / Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B20.6,HIV disease resulting in Pneumocystis jirovecii pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B25.0,Cytomegaloviral pneumonitis (J17.1*),
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B25.0+J17.1*,Cytomegaloviral pneumonitis / Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",,Cytomegaloviral pneumonitis/ Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B33.4,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1*),
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B33.4+J17.1*,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS] (J17.1*)/Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B38.0+J17.2*,Acute pulmonary coccidioidomycosis / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B38.1+J17.2*,Chronic pulmonary coccidioidomycosis / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B38.2+J17.2*,Pulmonary coccidioidomycosis unspecified / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B39.0+J17.2*,Acute pulmonary histoplasmosis capsulati / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B39.1+J17.2*,Chronic pulmonary histoplasmosis capsulati / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B39.2+J17.2*,Pulmonary histoplasmosis capsulati unspecified / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B42.0+J99.8*,Pulmonary sporotrichosis/ Respiratory disorders in other diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B44.0+J17.2*,Invasive pulmonary aspergillosis / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B44.1+J17.2*,Other pulmonary aspergillosis / Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B45.0,Pulmonary cryptococcosis,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B46.0,Pulmonary mucormycosis,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B58.3+J17.3*,Pulmonary toxoplasmosis / Pneumonia in parasitic diseases,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B95.3,Streptococcus pneumoniae as the cause of diseases classified to other chapters,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B96.0,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",B96.1,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J10.0,"Influenza with pneumonia, other influenza virus identified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J10.0+H67.1*,"Influenza with pneumonia, other influenza virus identified / Otitis media in viral diseases classified elsewhere",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J11.0,"Influenza with pneumonia, virus not identified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J12.0,Adenoviral pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J12.2,Parainfluenza virus pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J12.3,Human metapneumovirus pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J12.8,Other viral pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J12.9,"Viral pneumonia, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J13,Pneumonia due to Streptococcus pneumoniae,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J14,Pneumonia due to Haemophilus influenzae,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.0,Pneumonia due to Klebsiella pneumoniae,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.1,Pneumonia due to Pseudomonas,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.2,Pneumonia due to staphylococcus,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.3,"Pneumonia due to streptococcus, group B",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.4,Pneumonia due to other streptococci,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.5,Pneumonia due to Escherichia coli,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.6,Pneumonia due to other aerobic Gram-negative bacteria,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.7,Pneumonia due to Mycoplasma pneumoniae,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.8,Other bacterial pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J15.9,"Bacterial pneumonia, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J16.0,Chlamydial pneumonia,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J16.8,Pneumonia due to other specified infectious organisms,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J17.0,Pneumonia in bacterial diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J17.1,Pneumonia in viral diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J17.2,Pneumonia in mycoses,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J17.8,Pneumonia in other diseases classified elsewhere,
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J18.0,"Bronchopneumonia, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J18.1,"Lobar pneumonia, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J18.2,"Hypostatic pneumonia, unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J18.8,"Other pneumonia, organism unspecified",
903D,"Bacterial, viral, fungal pneumonia","Medical management, ventilation",J18.9,"Pneumonia, unspecified",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.00,"Acute respiratory failure, Type I [hypoxic]",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.01,"Acute respiratory failure, Type II [hypercapnic]",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.09,"Acute respiratory failure, Type unspecified",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.10,"Chronic respiratory failure, Type I [hypoxic]",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.11,"Chronic respiratory failure, Type II [hypercapnic]",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.19,"Chronic respiratory failure, Type unspecified",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.90,"Respiratory failure, unspecified, Type I [hypoxic]",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.91,"Respiratory failure, unspecified, Type II [hypercapnic]",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,J96.99,"Respiratory failure, unspecified, Type unspecified",
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,R 9.00,Asphyxia,
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,R 9.20,Respiratory arrest,
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,T71,Asphyxiation,
158D,"# Respiratory failure, regardless of cause",# Medical management; oxygen; ventilation,U04.9,Severe acute respiratory syndrome [SARS] unspecified,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,B97.4,Respiratory syncytial virus as the cause of diseases classified to other chapters,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,J12.1,Respiratory syncytial virus pneumonia,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,J45.0,Predominantly allergic asthma,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,J45.1,Nonallergic asthma,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,J45.8,Mixed asthma,
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,J45.9,"Asthma, unspecified",
157D,Acute asthmatic attack; pneumonia due to respiratory syncytial virus in persons under age 3,# Medical management; oxygen; ventilation,J46,Status asthmaticus,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.1,"Acute pulmonary oedema due to chemicals, gases, fumes and vapours",Only included if the actual condition in the PMB is present i.e. respiratory distress
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.2,"Upper respiratory inflammation due to chemicals, gases, fumes and vapours, not elsewhere classified",
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.3,"Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours",
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.4,"Chronic respiratory conditions due to chemicals, gases, fumes and vapours",
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.8,"Other respiratory conditions due to chemicals, gases, fumes and vapours",
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J68.9,"Unspecified respiratory condition due to chemicals, gases, fumes and vapours",
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J69.0,Pneumonitis due to food and vomit,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J69.1,Pneumonitis due to oils and essences,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J69.8,Pneumonitis due to other solids and liquids,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J70.0,Acute pulmonary manifestations due to radiation,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J70.1,Chronic and other pulmonary manifestations due to radiation,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J70.2,Acute drug-induced interstitial lung disorders,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J70.3,Chronic drug-induced interstitial lung disorders,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J70.4,"Drug-induced interstitial lung disorders, unspecified",
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J70.8,Respiratory conditions due to other specified external agents,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J80,Adult respiratory distress syndrome,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J81,Pulmonary oedema,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J84.1,Other interstitial pulmonary diseases with fibrosis,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J95.1,Acute pulmonary insufficiency following thoracic surgery,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J95.2,Acute pulmonary insufficiency following nonthoracic surgery,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J95.3,Chronic pulmonary insufficiency following surgery,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,J95.4,Mendelson's syndrome,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,O74.0,Aspiration pneumonitis due to anaesthesia during labour and delivery,
125D,Adult respiratory distress syndrome; inhalation and aspiration pneumonias,Medical management; ventilation,T75.1,Drowning and nonfatal submersion,
315D,Atelectasis (collapse of lung),Medical and surgical management; ventilation,J98.1,Pulmonary collapse,
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.0,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.0+D63.0*,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.0+G13.0*,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.0+G13.1*,"Benign neoplasm, middle ear, nasal cavity and accessory sinuses/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.1,"Benign neoplasm, larynx",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.1+D63.0*,"Benign neoplasm, larynx/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.1+G13.0*,"Benign neoplasm, larynx/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.1+G13.1*,"Benign neoplasm, larynx/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.2,"Benign neoplasm, trachea",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.2+D63.0*,"Benign neoplasm, trachea/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.2+G13.0*,"Benign neoplasm, trachea/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.2+G13.1*,"Benign neoplasm, trachea/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.3,"Benign neoplasm, bronchus and lung",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.3+D63.0*,"Benign neoplasm, bronchus and lung/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.3+G13.0*,"Benign neoplasm, bronchus and lung/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.3+G13.1*,"Benign neoplasm, bronchus and lung/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.4,"Benign neoplasm, respiratory system, unspecified",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.4+D63.0*,"Benign neoplasm, respiratory system, unspecified/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.4+G13.0*,"Benign neoplasm, respiratory system, unspecified/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D14.4+G13.1*,"Benign neoplasm, respiratory system, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.0,"Benign neoplasm, thymus",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.0+D63.0*,"Benign neoplasm, thymus/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.0+G13.0*,"Benign neoplasm, thymus/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.0+G13.1*,"Benign neoplasm, thymus/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.1,"Benign neoplasm, heart",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.1+D63.0*,"Benign neoplasm, heart/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.1+G13.0*,"Benign neoplasm, heart/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.1+G13.1*,"Benign neoplasm, heart/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.2,"Benign neoplasm, mediastinum",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.2+D63.0*,"Benign neoplasm, mediastinum/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.2+G13.0*,"Benign neoplasm, mediastinum/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.2+G13.1*,"Benign neoplasm, mediastinum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.7,"Benign neoplasm, other specified intrathoracic organs",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.7+D63.0*,"Benign neoplasm, other specified intrathoracic organs/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.7+G13.0*,"Benign neoplasm, other specified intrathoracic organs/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.7+G13.1*,"Benign neoplasm, other specified intrathoracic organs/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.9,"Benign neoplasm, intrathoracic organ, unspecified",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.9+D63.0*,"Benign neoplasm, intrathoracic organ, unspecified/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.9+G13.0*,"Benign neoplasm, intrathoracic organ, unspecified/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D15.9+G13.1*,"Benign neoplasm, intrathoracic organ, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.0,"Benign neoplasm, mesothelial tissue of pleura",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.0+D63.0*,"Benign neoplasm, mesothelial tissue of pleura/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.0+G13.0*,"Benign neoplasm, mesothelial tissue of pleura/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.0+G13.1*,"Benign neoplasm, mesothelial tissue of pleura/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.1,"Benign neoplasm, mesothelial tissue of peritoneum",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.1+D63.0*,"Benign neoplasm, mesothelial tissue of peritoneum/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.1+G13.0*,"Benign neoplasm, mesothelial tissue of peritoneum/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.1+G13.1*,"Benign neoplasm, mesothelial tissue of peritoneum/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.7,"Benign neoplasm, mesothelial tissue of other sites",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.7+D63.0*,"Benign neoplasm, mesothelial tissue of other sites/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.7+G13.0*,"Benign neoplasm, mesothelial tissue of other sites/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.7+G13.1*,"Benign neoplasm, mesothelial tissue of other sites/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.9,"Benign neoplasm, mesothelial tissue, unspecified",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.9+D63.0*,"Benign neoplasm, mesothelial tissue, unspecified/Anaemia in neoplastic disease (C00-D48+)",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.9+G13.0*,"Benign neoplasm, mesothelial tissue, unspecified/Paraneoplastic neuromyopathy and neuropathy",
340D,Benign neoplasm of respiratory and  intrathoracic organs ,Biopsy; lobectomy; Medical management; radiation therapy,D19.9+G13.1*,"Benign neoplasm, mesothelial tissue, unspecified/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C33,Malignant neoplasm of trachea,
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C33+D63.0*,Malignant neoplasm of trachea/Anaemia in neoplastic disease (C00-D48+),
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C33+G13.0*,Malignant neoplasm of trachea/Paraneoplastic neuromyopathy and neuropathy,
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C33+G13.1*,Malignant neoplasm of trachea/Other systemic atrophy primarily affecting central nervous system in neoplastic disease,
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.0,"Malignant neoplasm, main bronchus",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.0+D63.0*,"Malignant neoplasm, main bronchus/Anaemia in neoplastic disease (C00-D48+)",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.0+G13.0*,"Malignant neoplasm, main bronchus/Paraneoplastic neuromyopathy and neuropathy",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.0+G13.1*,"Malignant neoplasm, main bronchus/Other systemic atrophy primarily affecting central nervous system in neoplastic disease",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.1,"Malignant neoplasm, upper lobe, bronchus or lung",
950D,"Cancer of lung, bronchus, pleura, trachea, mediastinum & other respiratory organs - treatable","Medical and surgical management, which includes chemotherapy and radiation therapy ",C34.1+D63.0*,"Malignant neoplasm, upper lobe, bronchus or lung/Anaemia in neoplastic disease (C00-D48+)",
